TF,R.acc,P.acc,FDR.acc,motif,TF.var,R.exp,P.exp,FDR.exp,pass,R.product,label,AF_signature
HOXA13,-0.221530715622429,0.00576037380003645,0.0176854817533379,MA0650.2,HOXA13,0.116628256544621,0.149740889543908,0.31605826132515,FALSE,0.0258367411341261,"",UP
BHLHE23,-0.232436345105586,0.00372215864498021,0.0130362927190387,MA0817.1,BHLHE23,-0.110447998594258,0.172683273472292,0.347129794520314,FALSE,0.0256721291174763,"",UP
NHLH1,-0.435209926972877,1.6953432720448e-08,3.01125257367958e-07,MA0048.2,NHLH1,-0.0582280094998607,0.473181411078884,0.633863623271948,FALSE,0.0253414077622104,"",UP
FOXP1,-0.131820752257529,0.103176722782193,0.173746806310419,MA0481.3,FOXP1,0.191675484455151,0.0172481695943988,0.0699712979290505,FALSE,0.0252668065502043,"",UP
TFAP2A,-0.351203845776575,7.97268225549689e-06,8.03732562513605e-05,MA0003.4,TFAP2A,-0.0718289830870526,0.376018542309124,0.566006858423207,FALSE,0.0252266150983934,"",UP
LHX2,-0.135478349494017,0.0938798290707427,0.161644748688471,MA0700.2,LHX2,-0.185271153721095,0.0214269804699476,0.0801060969203268,FALSE,0.0251002301149863,"",UP
USF1,-0.133943827235273,0.0976958859660732,0.166776043319658,MA0093.3,USF1,-0.187320349381361,0.0200038362851794,0.0762812957008174,FALSE,0.025090404515188,"",UP
CREB3L1,0.0896847502653249,0.268673947693198,0.375338511196865,MA0839.1,CREB3L1,-0.279551416862782,0.000446178212838676,0.00349608133895511,FALSE,0.0250714990076564,"",UP
TFAP2B,-0.142942461902092,0.0769756635570796,0.140058158569711,MA0812.1,TFAP2B(VAR.2),-0.175368934719425,0.029598054031549,0.102985225253973,FALSE,0.025067667269942,"",UP
FOXD1,-0.152227740850635,0.0594696987055169,0.113988348918726,MA0031.1,FOXD1,-0.16407248784291,0.0420224440826484,0.13063498921345,FALSE,0.0249763841600694,"",UP
PAX5,0.311156461757556,8.5708901701868e-05,0.000586594868528381,MA0014.3,PAX5,-0.0802302548563232,0.322606849422452,0.507401472321329,FALSE,0.0249641622270005,"",UP
RXRB,-0.173277210011096,0.0316282004181891,0.0719348704633203,MA0855.1,RXRB,0.143778780435815,0.0752453761686767,0.203020543247562,FALSE,0.024913585932716,"",UP
GATA5,-0.180309875592451,0.025238673579921,0.0595824382614591,MA0766.2,GATA5,0.137961973903306,0.0879553303882018,0.222476918938291,FALSE,0.024875906350994,"",UP
NKX3-1,-0.263273585745909,0.000970583668725824,0.00446098758471676,MA0124.2,NKX3-1,-0.0940962129274786,0.245736656771726,0.435174512920827,FALSE,0.0247730473825278,"",UP
RXRG,-0.382164044710869,1.00408759917138e-06,1.18896722060611e-05,MA1149.1,RARA::RXRG,-0.0642823998798169,0.428335079244683,0.600508983646957,FALSE,0.0245664219417923,"",UP
FOXO4,-0.153125691634246,0.05796601891703,0.112611068000272,MA0848.1,FOXO4,0.160418403025583,0.0468768565133022,0.139653968362546,FALSE,0.0245641789141536,"",UP
NKX6-3,-0.288384068164219,0.000286775645467137,0.00156156665341959,MA1530.1,NKX6-3,0.0848868570468441,0.295225868938603,0.48947593342864,FALSE,0.0244800171688434,"",UP
ZNF263,-0.328279824250424,3.23246903064229e-05,0.000274025215552176,MA0528.2,ZNF263,-0.0745170916105829,0.358369494706865,0.546632935926204,FALSE,0.0244624577375749,"",UP
ZSCAN29,0.209739512980869,0.00903577127374593,0.025730562313752,MA1602.1,ZSCAN29,0.116437085439652,0.150414198841157,0.316312212268905,FALSE,0.0244214575930245,"",UP
EMX2,-0.1285814521128,0.112002179296226,0.186088253351859,MA0886.1,EMX2,-0.189810538576488,0.0183850014293148,0.0722993670061839,FALSE,0.0244061146764775,"",UP
POU5F1,-0.275291469124495,0.000549359771505608,0.00269619993120515,MA0142.1,POU5F1::SOX2,-0.0886474483499777,0.274272180021345,0.469711637641345,FALSE,0.0244038862904032,"",UP
PITX2,-0.221528734653288,0.00576082046388889,0.0176854817533379,MA1547.1,PITX2,-0.10993048687426,0.174716418478293,0.348422392346,FALSE,0.0243527616570747,"",UP
CUX2,0.207712016769765,0.00974092679658796,0.0272162224354106,MA0755.1,CUX2,-0.117013903530588,0.148389563249446,0.314366037698826,FALSE,0.0243051938924413,"",UP
E2F6,-0.146623102375038,0.0695946372104698,0.128827789972731,MA0471.2,E2F6,0.165411028543485,0.040352984306445,0.127524348194953,FALSE,0.0242530781720916,"",UP
MAF,-0.214178365669726,0.00764739070190604,0.0224604467071728,MA1520.1,MAF,0.113117808630285,0.162472021557063,0.332844341910842,FALSE,0.0242273873805753,"",UP
TBX3,0.173882760753675,0.0310286635987628,0.0709655732451006,MA1566.1,TBX3,0.138196191428028,0.0874123841095797,0.222476918938291,FALSE,0.0240299352911488,"",UP
NFIL3,-0.375857137467437,1.55851810777966e-06,1.73530523642333e-05,MA0025.2,NFIL3,0.0637782500685498,0.431973313587392,0.602409435798016,FALSE,0.0239715105034475,"",UP
RXRA,-0.100826021183653,0.213427025732211,0.313418427551633,MA0494.1,NR1H3::RXRA,-0.237389281127251,0.00303256908273246,0.0180690574512809,FALSE,0.0239350166877084,"",UP
CDX1,-0.20973663595515,0.00903673904316759,0.025730562313752,MA0878.2,CDX1,-0.112791972673579,0.163693517240192,0.333212426552988,FALSE,0.0236566089113018,"",UP
RREB1,-0.348846170000504,9.25458257435817e-06,9.08410342167263e-05,MA0073.1,RREB1,-0.067698791254788,0.404149826387393,0.582301513082087,FALSE,0.0236164640428964,"",UP
CEBPA,-0.085617296797938,0.291075024921773,0.398425630443382,MA0019.1,DDIT3::CEBPA,-0.273981099805817,0.000585273039945087,0.00434774258244922,FALSE,0.0234575211391001,"",UP
ZNF143,-0.179447394517468,0.0259574024577391,0.0607028910140231,MA0088.2,ZNF143,0.129805577268072,0.108600198278939,0.256032380310218,FALSE,0.0232932726345914,"",UP
POU6F1,-0.314353219575101,7.17622932894073e-05,0.000500324026111195,MA1549.1,POU6F1(VAR.2),0.0739743179381387,0.361890918635442,0.550536184732641,FALSE,0.023254065009726,"",UP
VSX1,-0.107244097957131,0.185555323187317,0.283656293233071,MA0725.1,VSX1,-0.216050393864361,0.00712102624423085,0.0373690551532114,FALSE,0.0231701296032662,"",UP
VDR,-0.110525782821348,0.172379203671384,0.2662419998734,MA0693.2,VDR,-0.209286580987115,0.00918926078926297,0.0445445523004951,FALSE,0.0231315631976042,"",UP
ARNT2,0.0872415471314893,0.281984832845709,0.38740457698508,MA1464.1,ARNT2,0.264951254694189,0.00089785182314122,0.00626306393703388,FALSE,0.0231147573739503,"",UP
GATA1,-0.238658730620366,0.00287550524655,0.0108339743127591,MA0140.2,GATA1::TAL1,0.09667755929206,0.232963988398891,0.424380259121547,FALSE,0.0230729435801182,"",UP
JUNB,0.0938476697220332,0.246991636784616,0.349631425125851,MA1139.1,FOSL2::JUNB(VAR.2),0.245505024964466,0.00214831033457734,0.0133568859932417,FALSE,0.0230400744979647,"",UP
POU4F3,-0.134650473721103,0.09592362062876,0.164126194929025,MA0791.1,POU4F3,-0.170554179699834,0.0344471809158015,0.114556903975805,FALSE,0.0229652010916967,"",UP
MEF2C,0.144616218143917,0.0735444120738878,0.135133328588966,MA0497.1,MEF2C,0.157632718772775,0.0508839229935973,0.147744182499176,FALSE,0.0227962476446623,"",UP
HIF1A,-0.23735398604326,0.00303704461938019,0.0111607649559489,MA0259.1,ARNT::HIF1A,-0.0958381071258473,0.237065447927175,0.429118469032734,FALSE,0.0227475567411608,"",UP
POU5F1,-0.256082663064134,0.00134763753307498,0.00581119999811525,MA1115.1,POU5F1,-0.0886474483499777,0.274272180021345,0.469711637641345,FALSE,0.0227010746473026,"",UP
NFIX,-0.32716089188402,3.45137543731844e-05,0.000286080675137729,MA0671.1,NFIX,-0.068998202916852,0.39516777911545,0.581069330730173,FALSE,0.0225735136046719,"",UP
PRDM15,-0.18087089204022,0.0247803744727975,0.058686220180022,MA1616.1,PRDM15,-0.124464980219409,0.124055368116255,0.278273217892148,FALSE,0.0225120920000528,"",UP
HES7,0.14824580567741,0.0665285943999904,0.123458535876599,MA0822.1,HES7,0.151498814443666,0.0607137690998086,0.169406224024832,FALSE,0.0224590638063737,"",UP
BHLHA15,-0.537852413918406,6.33595583134598e-13,4.29693004562191e-11,MA1472.1,BHLHA15(VAR.2),0.0412547318458386,0.611451230597549,0.737869417514342,FALSE,0.0221889571088408,"",UP
HMX3,-0.104043371519748,0.199102449877944,0.297060855217892,MA0898.1,HMX3,-0.212820458751607,0.00805052153916264,0.0404682467528381,FALSE,0.0221425580568965,"",UP
IRF8,-0.230619946677392,0.00400847859242942,0.0136311379767427,MA0652.1,IRF8,0.0948231922087171,0.242091326568317,0.434094792467328,FALSE,0.0218681195309544,"",UP
JUNB,0.088839084671068,0.273232037523152,0.379573743002368,MA1132.1,JUN::JUNB,0.245505024964466,0.00214831033457734,0.0133568859932417,FALSE,0.0218104416999909,"",UP
SOX11,-0.269957675410916,0.000709503817817075,0.00337127291778049,MA0869.1,SOX11,0.0793228787521799,0.328127290339241,0.512810956486464,FALSE,0.0214138199548404,"",UP
ZBTB26,-0.22865588958472,0.00434021456163348,0.0144544645668687,MA1579.1,ZBTB26,-0.0933676949053522,0.24942775763388,0.437646249590735,FALSE,0.0213490733370581,"",UP
VEZF1,-0.52175922209191,3.95390696568265e-12,2.2689343049225e-10,MA1578.1,VEZF1,-0.0408171692751442,0.615238196208672,0.740876312066022,FALSE,0.021296734488993,"",UP
JUN,-0.15890504666188,0.0490198320046559,0.0999147395504734,MA1133.1,JUN::JUNB(VAR.2),0.13345256644584,0.0989431585045075,0.242899084397332,FALSE,0.0212062862982238,"",UP
RAX2,-0.214606945015678,0.00752392906677635,0.022185182149467,MA0717.1,RAX2,0.0987580419844834,0.22301454117984,0.411497798564092,FALSE,0.0211941616860201,"",UP
ELF1,-0.10576505631502,0.191729060786441,0.291897712952418,MA0473.3,ELF1,0.200262248099737,0.0127663591975729,0.0561719804693206,FALSE,0.0211807479480413,"",UP
HOXD3,-0.125770389128279,0.120129193046987,0.19739290311245,MA0912.2,HOXD3,0.166947067902162,0.038506167307044,0.123047640780051,FALSE,0.0209969976938802,"",UP
SPIB,-0.183091983336357,0.0230353302196005,0.0554954634560543,MA0081.2,SPIB,-0.114334089557539,0.157972532416096,0.328760802134223,FALSE,0.0209336552200464,"",UP
JUNB,0.0852313234278937,0.293263515855208,0.400686049135504,MA0490.2,JUNB,0.245505024964466,0.00214831033457734,0.0133568859932417,FALSE,0.0209247181859195,"",UP
ASCL2,-0.427141585127454,3.30358653946914e-08,5.60108081464541e-07,MA0816.1,ASCL2,0.0489055157794756,0.546962865803857,0.692174246105766,FALSE,0.0208895795315209,"",UP
